dim_Order_ID,dim_Order_Date,dim_Order_Quantity,dim_Sales,dim_Discount,dim_Ship_Mode,dim_Customer_Name,dim_Region,dim_Product_Category,dim_Product_Sub_Category,dim_Product_Name,dim_Age,dim_Gender,dim_Store_type,dim_Payment_Mode,last_purchase_date,m_days_since_last_purchase,m_avg_basket_size,dim_Income,m_Total_spending,dim_Season,m_prefered_category,m_cross_channel_shopping,dim_campaign_name,m_cost,m_loyality_points,m_satisfaction_score,dim_repeat_customer
2609,25-11-2014,37,1138.43,0.01,Regular Air,Sean Christensen,Ontario,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,68,Male,TeleShop,Credit Card,03-05-2014,28,206,64076,12361.1655,Summer,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,12,8.8,1
2610,25-11-2014,50,5271.0455,0.08,Regular Air,Sean Christensen,Ontario,Technology,Telephones and Communication,Timeport L7089,68,Male,e-Shop, E-wallet,05-11-2014,28,20,64076,12361.1655,Winter,Office Supplies,Yes,Partnership Campaign,42.64504226,12,8.8,1
2611,25-11-2014,43,2463.6,0.03,Regular Air,Lena Radford,Ontario,Office Supplies,Paper,Xerox 1940,36,Male,e-Shop,Debit Card,06-10-2014,23,50,87820,5169.2175,Winter,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,5,9.1,1
2612,25-11-2014,16,3549.9,0.06,Delivery Truck,Harry Marie,Ontario,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,50,Male,e-Shop, E-wallet,06-10-2014,32,50,79385,15678.463,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,16,8.9,1
2613,25-11-2014,8,138.24,0.03,Regular Air,Harry Marie,Ontario,Office Supplies,Storage & Organization,Rogers¨ Profile Extra Capacity Storage Tub,50,Male,TeleShop, E-wallet,04-11-2014,32,21,79385,15678.463,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,16,8.9,1
2614,28-04-2016,44,634.12,0.04,Regular Air,Michael Dominguez,Ontario,Office Supplies,Appliances,Holmes Odor Grabber,26,Male,Flagship store, Cash,06-03-2015,25,419,63241,18670.6405,Rainy,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,19,9.5,1
2615,26-04-2014,32,196.84,0.04,Regular Air,Michael Dominguez,Ontario,Office Supplies,Paper,Xerox 1903,26,Male,Flagship store, Cash,16-02-2014,25,69,63241,18670.6405,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,19,9.5,1
2616,26-04-2014,16,886.89,0.03,Regular Air,Michael Dominguez,Ontario,Technology,Telephones and Communication,Talkabout T8367,26,Male,e-Shop,Credit Card,16-04-2014,25,10,63241,18670.6405,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,19,9.5,1
2617,01-04-2017,12,1379.98,0.06,Delivery Truck,Patrick O'Donnell,Ontario,Furniture,Chairs & Chairmats,Hon Comfortask¨ Task/Swivel Chairs,26,Male,Flagship store,Debit Card,20-03-2015,25,743,78884,13551.11,Spring,Office Supplies,Yes,Partnership Campaign,42.64504226,14,9,1
2618,01-04-2017,41,295.12,0,Regular Air,Phillip Breyer,Ontario,Office Supplies,Paper,Xerox 217,80,Male,e-Shop, E-wallet,19-02-2014,36,1137,88655,2899.54,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,3,7.5,1
2619,22-12-2017,16,131.72,0.09,Regular Air,Michael Dominguez,Ontario,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",26,Male,TeleShop,Credit Card,08-08-2016,25,501,63241,18670.6405,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,19,9.5,1
2620,22-12-2017,10,5056.89,0.02,Delivery Truck,Scot Coram,Ontario,Furniture,Chairs & Chairmats,Global Troyª Executive Leather Low-Back Tilter,34,Male,TeleShop,Debit Card,22-12-2017,29,0,94730,16775.2625,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,17,8.8,1
2621,22-12-2017,45,3500.1,0.01,Delivery Truck,Scot Coram,Ontario,Furniture,Tables,KI Conference Tables,34,Male,TeleShop, E-wallet,02-02-2014,29,1419,94730,16775.2625,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,17,8.8,1
2622,22-12-2017,9,196.12,0.01,Express Air,Michelle Ellison,Ontario,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",32,Male,Flagship store,Debit Card,05-10-2014,28,1174,89275,34308.89,Spring,Furniture,Yes,Loyalty Program Campaign,562.9303721,34,9.4,1
2623,03-12-2014,43,792.21,0.05,Regular Air,Michael Dominguez,Ontario,Office Supplies,Paper,Xerox 1939,26,Male,TeleShop, E-wallet,08-06-2014,25,178,63241,18670.6405,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,19,9.5,1
2624,22-10-2017,34,214.64,0.08,Regular Air,Maria Zettner,Ontario,Office Supplies,Paper,Xerox 1904,71,Female,Flagship store,Credit Card,22-06-2014,26,1218,88755,19871.816,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,20,9.2,1
2625,22-10-2017,17,253.38,0,Express Air,Nathan Gelder,Ontario,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",35,Male,e-Shop, E-wallet,19-02-2015,21,976,86931,14532.89,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,15,8.8,1
2626,22-10-2017,28,431.37,0.03,Regular Air,Victoria Wilson,Ontario,Office Supplies,Binders and Binder Accessories,"GBC Twin Loopª Wire Binding Elements, 9/16"" Spine, Black",28,Male,TeleShop,Debit Card,23-03-2014,29,1309,94565,42960.68,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,43,9.4,0
2627,22-10-2017,23,262.31,0.04,Express Air,Victoria Wilson,Ontario,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,28,Male,TeleShop,Debit Card,08-01-2017,29,287,94565,42960.68,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,43,9.4,1
2628,13-11-2017,45,514.03,0.05,Regular Air,Victoria Wilson,Ontario,Office Supplies,Paper,Xerox 188,28,Male,e-Shop, Cash,21-07-2014,29,1211,94565,42960.68,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,43,9.4,1
2629,13-11-2017,9,1696.7,0.04,Delivery Truck,Victoria Wilson,Ontario,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,28,Male,e-Shop,Debit Card,30-04-2016,29,562,94565,42960.68,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,43,9.4,1
2630,13-11-2017,18,93.02,0.07,Regular Air,Michelle Ellison,Ontario,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",32,Male,TeleShop,Debit Card,04-07-2017,28,132,89275,34308.89,Rainy,Furniture,Yes,Social Media Influencer Campaign,366.3816254,34,9.4,1
2631,10-09-2015,42,639.84,0.03,Regular Air,Michelle Ellison,Ontario,Office Supplies,Storage & Organization,Eldon¨ Gobal File Keepers,32,Male,e-Shop,Credit Card,03-05-2015,28,130,89275,34308.89,Rainy,Furniture,Yes,Product Launch Campaign,54.60111891,34,9.4,1
2632,15-05-2017,29,7837.44,0.1,Delivery Truck,Nathan Gelder,Ontario,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,35,Male,Flagship store,Credit Card,24-11-2015,21,538,86931,14532.89,Rainy,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,15,8.8,1
2633,15-05-2017,22,3653.22,0.09,Delivery Truck,Nathan Gelder,Ontario,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,35,Male,Off_Store, E-wallet,28-05-2014,21,1083,86931,14532.89,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,15,8.8,1
2634,15-05-2017,31,413.12,0.1,Express Air,Todd Boyes,Ontario,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",63,Male,TeleShop,Debit Card,13-04-2017,28,32,91688,33070.6105,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,33,9.4,1
2635,05-07-2015,2,141.59,0.05,Regular Air,Shahid Collister,Ontario,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,36,Male,Flagship store,Debit Card,10-05-2014,26,421,63221,11728.453,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,12,8.3,0
2636,05-07-2015,14,2465.5015,0.06,Regular Air,Shahid Collister,Ontario,Technology,Telephones and Communication,StarTAC 8000,36,Male,TeleShop,Credit Card,30-04-2015,26,66,63221,11728.453,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,12,8.3,1
2637,15-08-2015,50,8558.4715,0.06,Regular Air,Shahid Collister,Ontario,Technology,Telephones and Communication,TimeportP7382,36,Male,e-Shop,Debit Card,13-08-2014,26,367,63221,11728.453,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,12,8.3,1
2638,12-06-2017,42,236.89,0,Regular Air,Shahid Collister,Ontario,Office Supplies,Paper,Xerox 1928,36,Male,Off_Store,Debit Card,24-12-2015,26,536,63221,11728.453,Rainy,Office Supplies,Yes,Product Launch Campaign,54.60111891,12,8.3,1
2639,12-06-2017,49,162.16,0.05,Regular Air,Victoria Wilson,Ontario,Office Supplies,Rubber Bands,Acco¨ Hot Clipsª Clips to Go,28,Male,Off_Store,Debit Card,18-07-2014,29,1060,94565,42960.68,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,43,9.4,1
2640,12-06-2017,26,15168.82,0.02,Delivery Truck,Victoria Wilson,Ontario,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",28,Male,TeleShop,Credit Card,28-08-2016,29,288,94565,42960.68,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,43,9.4,1
2641,12-06-2017,14,367.11,0.09,Regular Air,Victoria Wilson,Ontario,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',28,Male,TeleShop, Cash,07-02-2017,29,125,94565,42960.68,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,43,9.4,1
2642,20-02-2015,10,126.79,0.04,Regular Air,Thomas Boland,Ontario,Office Supplies,Appliances,Staples 6 Outlet Surge,51,Female,e-Shop, Cash,17-09-2014,21,156,92533,14160.6725,Summer,Office Supplies,Yes,Partnership Campaign,42.64504226,14,9.1,1
2643,29-12-2016,11,1770.2015,0.08,Regular Air,Thomas Boland,Ontario,Technology,Telephones and Communication,T65,51,Female,TeleShop,Debit Card,13-04-2014,21,991,92533,14160.6725,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,14,9.1,1
2644,17-04-2016,23,1196.86,0.06,Regular Air,Michael Dominguez,Ontario,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,26,Male,e-Shop,Debit Card,07-04-2016,25,10,63241,18670.6405,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,19,9.5,1
2645,17-04-2016,49,1355.47,0.04,Regular Air,Phillip Breyer,Ontario,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',80,Male,TeleShop, E-wallet,19-08-2015,36,242,88655,2899.54,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,3,7.5,1
2646,07-09-2014,12,1465.29,0.02,Regular Air,Patrick O'Donnell,Ontario,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,26,Male,Flagship store, Cash,12-04-2014,25,148,78884,13551.11,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,14,9,1
2647,07-09-2014,24,3590.33,0.01,Delivery Truck,Patrick O'Donnell,Ontario,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,26,Male,e-Shop, E-wallet,12-05-2014,25,118,78884,13551.11,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,14,9,1
2648,07-09-2014,32,115.81,0.07,Regular Air,Todd Boyes,Ontario,Office Supplies,Labels,Avery 501,63,Male,TeleShop, Cash,01-09-2014,28,6,91688,33070.6105,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,33,9.4,1
2649,07-09-2014,39,4647.69,0.02,Delivery Truck,Thomas Boland,Ontario,Furniture,Chairs & Chairmats,Hon Comfortask¨ Task/Swivel Chairs,51,Female,e-Shop, E-wallet,13-04-2014,21,147,92533,14160.6725,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,14,9.1,1
2650,07-09-2014,45,2503.3265,0.04,Regular Air,Thomas Boland,Ontario,Technology,Telephones and Communication,6120,51,Female,Flagship store, E-wallet,19-06-2014,21,80,92533,14160.6725,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,14,9.1,1
2651,26-09-2016,21,2731.73,0.07,Express Air,Victoria Wilson,Ontario,Technology,Telephones and Communication,LX 788,28,Male,e-Shop, E-wallet,22-06-2015,29,462,94565,42960.68,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,43,9.4,1
2652,17-09-2017,40,679.52,0.09,Regular Air,Victoria Wilson,Ontario,Office Supplies,Storage & Organization,Portfile¨ Personal File Boxes,28,Male,e-Shop, E-wallet,08-12-2016,29,283,94565,42960.68,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,43,9.4,1
2653,17-09-2017,38,5176.27,0.01,Regular Air,Victoria Wilson,Ontario,Office Supplies,Storage & Organization,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",28,Male,Off_Store, Cash,20-03-2015,29,912,94565,42960.68,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,43,9.4,1
2654,17-09-2017,28,739.94,0.01,Regular Air,Katrina Bavinger,Ontario,Office Supplies,Envelopes,Quality Park Security Envelopes,34,Male,TeleShop,Credit Card,10-12-2014,23,1012,65404,22584.1505,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,23,8.3,1
2655,17-09-2017,46,14740.51,0,Delivery Truck,Katrina Bavinger,Ontario,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",34,Male,TeleShop, E-wallet,25-07-2015,23,785,65404,22584.1505,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,23,8.3,1
2656,17-09-2017,1,3.77,0.09,Regular Air,Katrina Bavinger,Ontario,Office Supplies,Pens & Art Supplies,Newell 343,34,Male,e-Shop, Cash,25-06-2017,23,84,65404,22584.1505,Rainy,Office Supplies,Yes,Partnership Campaign,42.64504226,23,8.3,1
2657,17-09-2017,11,100.36,0.02,Regular Air,Victoria Wilson,Ontario,Office Supplies,Paper,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",28,Male,TeleShop,Credit Card,25-07-2017,29,54,94565,42960.68,Summer,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,43,9.4,1
2658,17-09-2017,33,404.91,0.06,Regular Air,Victoria Wilson,Ontario,Furniture,Office Furnishings,Nu-Dell Executive Frame,28,Male,e-Shop, Cash,17-04-2016,29,518,94565,42960.68,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,43,9.4,1
2659,16-08-2016,22,809.91,0.07,Regular Air,Natalie Fritzler,Ontario,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,79,Female,e-Shop,Credit Card,25-11-2015,28,265,85299,3005.61,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,3,7.5,1
2660,24-12-2015,50,1027.66,0,Regular Air,Natalie Fritzler,Ontario,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79,Female,Off_Store,Credit Card,09-07-2014,28,533,85299,3005.61,Spring,Office Supplies,Yes,Product Launch Campaign,54.60111891,3,7.5,1
2661,28-11-2017,30,301.38,0.06,Regular Air,Natalie Fritzler,Ontario,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,79,Female,Flagship store, Cash,25-11-2015,28,734,85299,3005.61,Spring,Office Supplies,Yes,Interactive Campaign,434.782767,3,7.5,1
2662,28-11-2017,31,8955.34,0.1,Regular Air,Michelle Ellison,Ontario,Furniture,Chairs & Chairmats,Hon Pagodaª Stacking Chairs,32,Male,Flagship store, E-wallet,31-12-2015,28,698,89275,34308.89,Winter,Furniture,Yes,Loyalty Program Campaign,562.9303721,34,9.4,1
2663,14-04-2017,18,95.22,0.01,Regular Air,Michelle Ellison,Ontario,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),32,Male,Off_Store,Debit Card,25-11-2015,28,506,89275,34308.89,Rainy,Furniture,Yes,User-Generated Content Campaign,315.8348624,34,9.4,1
2664,01-05-2016,42,577.42,0,Regular Air,Olvera Toch,Ontario,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",76,Male,TeleShop,Debit Card,02-04-2014,31,760,70019,24633.7035,Spring,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,25,9.3,1
2665,01-05-2016,20,95.08,0.06,Regular Air,Olvera Toch,Ontario,Office Supplies,Labels,Avery 508,76,Male,e-Shop,Debit Card,25-08-2015,31,250,70019,24633.7035,Winter,Office Supplies,Yes,Partnership Campaign,42.64504226,25,9.3,1
2666,01-05-2016,25,82.21,0.04,Regular Air,Sean Christensen,Ontario,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,68,Male,e-Shop,Debit Card,10-04-2014,28,752,64076,12361.1655,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,12,8.8,1
2667,01-10-2016,47,117.88,0.1,Regular Air,Olvera Toch,Ontario,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,76,Male,Flagship store, E-wallet,21-03-2015,31,560,70019,24633.7035,Rainy,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,25,9.3,1
2668,01-10-2016,34,3130.2015,0.07,Express Air,Maria Zettner,Ontario,Technology,Telephones and Communication,6162m,71,Female,Flagship store, E-wallet,17-01-2016,26,258,88755,19871.816,Spring,Office Supplies,Yes,Content Marketing Campaign,24.21545054,20,9.2,1
2669,25-08-2015,31,449.47,0.05,Regular Air,Michelle Ellison,Ontario,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",32,Male,Off_Store,Debit Card,29-08-2014,28,361,89275,34308.89,Spring,Furniture,Yes,Social Media Influencer Campaign,366.3816254,34,9.4,1
2670,25-08-2015,29,80.61,0.08,Regular Air,Michelle Ellison,Ontario,Office Supplies,Pens & Art Supplies,Newell 318,32,Male,e-Shop,Credit Card,28-11-2014,28,270,89275,34308.89,Rainy,Furniture,Yes,Interactive Campaign,434.782767,34,9.4,1
2671,09-09-2014,39,2413.53,0.06,Regular Air,Michelle Ellison,Ontario,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",32,Male,Flagship store,Credit Card,15-05-2014,28,117,89275,34308.89,Winter,Furniture,Yes,Social Media Influencer Campaign,366.3816254,34,9.4,1
2672,09-09-2014,41,204.99,0.03,Regular Air,Victoria Wilson,Ontario,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,28,Male,e-Shop,Credit Card,03-08-2014,29,37,94565,42960.68,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,43,9.4,1
2673,09-09-2014,23,265.31,0.09,Express Air,Thomas Boland,Ontario,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,51,Female,e-Shop,Debit Card,10-02-2014,21,211,92533,14160.6725,Rainy,Office Supplies,Yes,Partnership Campaign,42.64504226,14,9.1,1
2674,09-09-2014,15,1444.88,0.1,Regular Air,Thomas Boland,Ontario,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,51,Female,Flagship store,Credit Card,25-06-2014,21,76,92533,14160.6725,Spring,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,14,9.1,1
2675,03-12-2017,23,2287.1,0.07,Regular Air,Thomas Boland,Ontario,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,51,Female,Off_Store, Cash,22-02-2016,21,650,92533,14160.6725,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,14,9.1,1
2676,27-11-2017,44,786.26,0.01,Regular Air,Patricia Hirasaki,Ontario,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",20,Male,TeleShop, Cash,24-08-2017,36,95,70747,2576.17,Rainy,Furniture,Yes,Partnership Campaign,42.64504226,3,7.5,1
2677,27-11-2017,44,18697.24,0.02,Regular Air,Olvera Toch,Ontario,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,76,Male,Flagship store,Debit Card,08-09-2017,31,80,70019,24633.7035,Rainy,Office Supplies,Yes,Interactive Campaign,434.782767,25,9.3,1
2678,21-06-2014,48,786.13,0.04,Regular Air,Olvera Toch,Ontario,Office Supplies,Storage & Organization,Rogers¨ Profile Extra Capacity Storage Tub,76,Male,e-Shop, Cash,25-05-2014,31,27,70019,24633.7035,Rainy,Office Supplies,Yes,Cause Marketing Campaign,247.486618,25,9.3,1
2679,21-06-2014,25,14647.26,0.07,Regular Air,Victoria Wilson,Ontario,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,28,Male,Flagship store, Cash,03-05-2014,29,49,94565,42960.68,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,43,9.4,1
2680,21-01-2017,10,26.11,0.08,Regular Air,Victoria Wilson,Ontario,Office Supplies,Rubber Bands,Staples Metal Binder Clips,28,Male,e-Shop,Debit Card,12-03-2014,29,1046,94565,42960.68,Winter,Office Supplies,Yes,Product Launch Campaign,54.60111891,43,9.4,1
2681,21-01-2017,50,442.31,0.02,Regular Air,Michelle Ellison,Ontario,Furniture,Office Furnishings,Document Clip Frames,32,Male,Flagship store, Cash,23-03-2014,28,1035,89275,34308.89,Rainy,Furniture,Yes,Social Media Influencer Campaign,366.3816254,34,9.4,1
2682,21-01-2017,4,114.83,0.04,Regular Air,Sean Miller,Ontario,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",31,Male,TeleShop,Debit Card,15-05-2015,25,617,79140,28271.0575,Summer,Office Supplies,Yes,Product Launch Campaign,54.60111891,28,9,1
2683,21-01-2017,23,16743.76,0,Regular Air,Sean Miller,Ontario,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,31,Male,Off_Store, E-wallet,24-06-2016,25,211,79140,28271.0575,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,28,9,1
2684,21-01-2017,49,1534.7,0.07,Regular Air,Patrick O'Donnell,Ontario,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",26,Male,e-Shop, E-wallet,06-07-2016,25,199,78884,13551.11,Winter,Office Supplies,Yes,Content Marketing Campaign,24.21545054,14,9,1
2685,29-06-2017,7,2813.34,0.1,Delivery Truck,Sean Christensen,Ontario,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,68,Male,Off_Store, E-wallet,30-12-2015,28,547,64076,12361.1655,Summer,Office Supplies,Yes,Content Marketing Campaign,24.21545054,12,8.8,1
2686,06-09-2016,45,2682.8,0.01,Regular Air,Sean Christensen,Ontario,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",68,Male,Off_Store, Cash,27-01-2014,28,953,64076,12361.1655,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,12,8.8,1
2687,06-09-2016,50,387.03,0.04,Regular Air,Victoria Wilson,Ontario,Furniture,Office Furnishings,Staples Plastic Wall Frames,28,Male,e-Shop,Credit Card,11-12-2014,29,635,94565,42960.68,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,43,9.4,1
2688,04-08-2016,17,585.47,0.1,Express Air,Scot Coram,Ontario,Office Supplies,Paper,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",34,Male,Flagship store, E-wallet,22-08-2015,29,348,94730,16775.2625,Winter,Office Supplies,Yes,Social Media Influencer Campaign,366.3816254,17,8.8,1
2689,12-11-2015,11,123.34,0.07,Regular Air,Olvera Toch,Ontario,Office Supplies,Paper,Xerox 188,76,Male,TeleShop,Credit Card,18-04-2015,31,208,70019,24633.7035,Winter,Office Supplies,Yes,Interactive Campaign,434.782767,25,9.3,1
2690,30-06-2014,23,1642.47,0.01,Delivery Truck,Olvera Toch,Ontario,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",76,Male,Off_Store,Credit Card,09-06-2014,31,21,70019,24633.7035,Spring,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,25,9.3,1
2691,04-12-2017,25,93.22,0.06,Regular Air,Michelle Ellison,Ontario,Office Supplies,Rubber Bands,Rubber Band Ball,32,Male,e-Shop, E-wallet,22-06-2015,28,896,89275,34308.89,Summer,Furniture,Yes,Partnership Campaign,42.64504226,34,9.4,1
2692,28-08-2016,36,243.18,0.08,Regular Air,Michael Nguyen,Ontario,Office Supplies,Storage & Organization,Eldon Shelf Saversª Cubes and Bins,47,Female,e-Shop,Credit Card,28-05-2015,37,458,84905,17409.38,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,17,6.7,1
2693,28-08-2016,27,3853.47,0.1,Regular Air,Patrick O'Donnell,Ontario,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,26,Male,Flagship store, Cash,10-01-2015,25,596,78884,13551.11,Spring,Office Supplies,Yes,Email Newsletter Promotion,364.2303981,14,9,1
2694,22-01-2016,5,28.23,0.1,Regular Air,Patrick O'Donnell,Ontario,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),26,Male,e-Shop, E-wallet,18-09-2014,25,491,78884,13551.11,Spring,Office Supplies,Yes,Limited-Time Offer Campaign,335.3664671,14,9,1
2695,15-10-2014,50,4962.05,0.08,Delivery Truck,Scot Coram,Ontario,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,34,Male,TeleShop, E-wallet,25-04-2014,29,173,94730,16775.2625,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,17,8.8,1
2696,07-02-2016,19,192.39,0.08,Express Air,Scot Coram,Ontario,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Box Cutter Scissors,34,Male,Off_Store,Debit Card,04-08-2015,29,187,94730,16775.2625,Winter,Office Supplies,Yes,User-Generated Content Campaign,315.8348624,17,8.8,1
2697,18-03-2014,13,26.08,0.1,Regular Air,Todd Boyes,Ontario,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",63,Male,Flagship store,Credit Card,24-01-2014,28,53,91688,33070.6105,Summer,Office Supplies,Yes,Interactive Campaign,434.782767,33,9.4,1
2698,18-03-2014,8,669.69,0.03,Regular Air,Scot Coram,Ontario,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,34,Male,Flagship store, E-wallet,08-01-2014,29,69,94730,16775.2625,Winter,Office Supplies,Yes,Cause Marketing Campaign,247.486618,17,8.8,1
2699,18-03-2014,45,405.6,0.07,Regular Air,Sean Miller,Ontario,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,31,Male,Off_Store, E-wallet,03-02-2014,25,43,79140,28271.0575,Summer,Office Supplies,Yes,Loyalty Program Campaign,562.9303721,28,9,1
